会社名,銘柄コード,業種,優先市場,決算月,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
ＪＥＳＣＯホールディングス,1434,建設業,スタンダード（内国株式）,2024-08-31,,8137900032,1.1936756,14804607000.0,1143652000.0,0.05499,1012359000.0,0.037720002,0.089549996,0.374038726015868,24.642859,10987918000.0,6346864000.0,12998934000.0,5553036000.0,2692517000.0,239694000.0,2178801800.0,0.2677351394625733
ｒｏｂｏｔ　ｈｏｍｅ,1435,不動産業,スタンダード（内国株式）,2024-12-31,,16538688512,1.7596205,13157735000.0,1043975000.0,0.02026,912829000.0,0.04168,0.06052,0.7034606737293668,3.1642303,3922976000.0,3020042000.0,9823637000.0,1321375000.0,6501814000.0,1038034000.0,6627284800.0,0.4007140466543905
グリーンエナジー＆カンパニー,1436,建設業,グロース（内国株式）,2025-04-30,東京都,9874476032,1.8873237,11616630000.0,543538000.0,0.00178,275507000.0,0.0225,0.05485,0.39043408823797116,,8254681000.0,4266622000.0,11249763000.0,5757725000.0,979374000.0,234450000.0,3159197000.0,0.319935659346588
岐阜造園,1438,建設業,スタンダード（内国株式）,2024-09-30,岐阜県,6221806592,1.5275732,5198677000.0,447218000.0,0.10399,340464000.0,0.063,0.095410004,0.7216716020060705,,1473507000.0,1219698000.0,3437601000.0,226672000.0,2447632000.0,286912000.0,2164932400.0,0.34795880713869676
イシン,143A,サービス業,グロース（内国株式）,2025-03-31,東京都,1855392000,1.5384665,1393451000.0,245115000.0,0.00317,177571000.0,0.11354,,0.5458102101709206,,519220000.0,517700000.0,1734316000.0,,1399156000.0,392647000.0,1489948900.0,0.803037255738949
技研ホールディングス,1443,建設業,スタンダード（内国株式）,2025-03-31,東京都,3880045568,0.34637028,4906440000.0,623987000.0,0.15324001,491949000.0,0.11143,0.04778,0.6752903923732716,,5248911000.0,2260660000.0,4082888000.0,3305471000.0,1648906000.0,5911023000.0,2971693100.0,0.7658912886251958
ニッソウ,1444,建設業,グロース（内国株式）,2024-07-31,東京都,3001419520,1.7624311,4678961000.0,56392000.0,0.00978,25154000.0,0.038259998,0.12609,0.5424336375922353,,1266260000.0,1114130000.0,2124963000.0,774358000.0,1382734000.0,33090000.0,881866000.0,0.2938163072918244
キャンディル,1446,建設業,スタンダード（内国株式）,2024-09-30,東京都,5001317888,1.740571,13224257000.0,359205000.0,-0.01191,137956000.0,0.00741,0.03607,0.4563902644507627,,3334644000.0,2959043000.0,3675954000.0,1499628000.0,1616316000.0,106500000.0,415860000.0,0.08315008350055113
ＳＡＡＦホールディングス,1447,建設業,グロース（内国株式）,2025-03-31,東京都,5645825024,2.1687493,28855658000.0,334000000.0,0.01122,-129176000.0,-0.00145,-0.01492,0.1558328199412921,,14154678000.0,9510505000.0,10803735000.0,9484938000.0,3112252000.0,289202000.0,-3148501600.0,-0.5576690008308696
ＴＡＮＡＫＥＮ,1450,建設業,スタンダード（内国株式）,2025-03-31,東京都,11830302720,1.4655979,12286088000.0,2328357000.0,0.1462,1576283000.0,0.12141,0.21169001,0.7223834386152076,5.2918286,3160179000.0,3044877000.0,9949416000.0,,4116146000.0,241968000.0,6958614600.0,0.58820258151433
Ｌ　ｉｓ　Ｂ,145A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,5642404864,3.1978765,1594038000.0,77143000.0,0.090050004,42941000.0,0.016280001,,0.6309998209297989,,999414000.0,545541000.0,2240284000.0,758408000.0,1935112000.0,195309000.0,1377586300.0,0.24414878641363655
コロンビア・ワークス,146A,不動産業,スタンダード（内国株式）,2024-12-31,東京都,24098455552,1.94311,20981000000.0,3893000000.0,0.09823,2238000000.0,0.099980004,,0.23184378952209406,,40085000000.0,9117000000.0,40764000000.0,37648000000.0,4293000000.0,7000000.0,683900000.0,0.028379412055028613
ソラコム,147A,情報・通信業,グロース（内国株式）,2025-03-31,東京都,45014904832,4.3185015,8993031000.0,656540000.0,0.05726,352716000.0,0.0,,0.7696783841113143,33.389263,3048330000.0,2319939000.0,12308184000.0,950167000.0,8917773000.0,161600000.0,9372974000.0,0.20821934501429804
ハッチ・ワーク,148A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,5461414400,6.070558,2367523000.0,183253000.0,0.14029999,130952000.0,0.081829995,,0.3197329682066608,,1653438000.0,1420487000.0,2102846000.0,527294000.0,1474198000.0,29500000.0,470058000.0,0.08606891284426246
中外鉱業,1491,非鉄金属,スタンダード（内国株式）,2025-03-31,東京都,279850549248,1.7375526,162345165000.0,1417792000.0,0.0034400001,1218720000.0,0.00557,0.13051,0.49511375343211783,,8343687000.0,6940037000.0,13126548000.0,2766278000.0,4141237000.0,110071000.0,4859910700.0,0.017366093127418554
シンカ,149A,情報・通信業,グロース（内国株式）,2024-12-31,東京都,2788029952,2.7322576,1232218000.0,78065000.0,0.06862,16073000.0,0.03206,,0.795806359218719,,250945000.0,250944000.0,1105847000.0,90000000.0,972053000.0,,854902000.0,0.30663300420669226
ＪＳＨ,150A,サービス業,グロース（内国株式）,2025-03-31,東京都,2402142464,1.1754391,3967006000.0,176279000.0,0.00183,144153000.0,0.01844,,0.6834676567641275,9.550562,944090000.0,657317000.0,1449568000.0,469964000.0,810824000.0,1851000.0,506773700.0,0.21096737916040603
住石ホールディングス,1514,鉱業,スタンダード（内国株式）,2025-03-31,東京都,35273400320,1.344619,10264000000.0,48000000.0,0.0076599997,4195000000.0,0.37858,0.17068,0.9647812166488794,,1023000000.0,396000000.0,21227000000.0,63000000.0,15351000000.0,2806000000.0,22168200000.0,0.6284679049621037
