会社名,銘柄コード,業種,優先市場,決算月,会計基準,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
エムビーエス,1401,建設業,グロース（内国株式）,2025-05-31,,Ube,10540952576,2.9200523,4713000000.0,626045000.0,0.14616,472287000.0,0.100150004,0.1317,0.7577554803440234,,1181763000.0,1169950000.0,3290133000.0,10775000.0,1827413000.0,712307000.0,1816638000.0,0.17234097079007674
ウエストホールディングス,1407,建設業,スタンダード（内国株式）,2024-08-31,,Tokyo,77772406784,2.4710774,50390000000.0,10598000000.0,0.08173,6757000000.0,0.11567,0.16892,0.2639300380469749,7.413708,92501000000.0,34507000000.0,76518000000.0,75335000000.0,27676000000.0,1742000000.0,-47659000000.0,-0.6128008887826372
ショーボンドホールディングス,1414,建設業,プライム（内国株式）,2025-06-30,,Tokyo,251360116736,2.3916051,90712000000.0,20794000000.0,0.19748,15061000000.0,0.16603,0.14265001,0.8137586620727033,15.822804,22763000000.0,20538000000.0,100241000000.0,,32523000000.0,10286000000.0,,
ミライト・ワン,1417,建設業,プライム（内国株式）,2025-03-31,,Tokyo,262527418368,1.0380862,578599000000.0,27985000000.0,0.00847,17179000000.0,0.02596,0.06068,0.4862953960936439,13.599173,267864000000.0,160983000000.0,321194000000.0,127491000000.0,53475000000.0,19397000000.0,-74016000000.0,-0.28193626578176095
インターライフホールディングス,1418,建設業,スタンダード（内国株式）,2025-02-28,,Chuo,6704517120,1.5431324,16940669000.0,875644000.0,0.10711,705077000.0,0.04559,0.19715999,0.4465537708712912,,5223472000.0,4049042000.0,6957357000.0,1749188000.0,1513427000.0,536023000.0,-235761000.0,-0.03516450115351484
タマホーム,1419,建設業,プライム（内国株式）,2025-05-31,,Tokyo,108126019584,3.1573327,200817000000.0,4113000000.0,0.11767,1478000000.0,0.00736,0.04099,0.3710212129748001,,58028000000.0,44837000000.0,67570000000.0,19049000000.0,31001000000.0,315000000.0,11952000000.0,0.11053768598884596
トライアルホールディングス,141A,小売業,グロース（内国株式）,2024-06-30,,Fukuoka City,290603171840,2.303944,717948000000.0,19161000000.0,0.03694,11439000000.0,0.0146200005,0.09861,0.40785961844253193,16.870207,165444000000.0,143010000000.0,152300000000.0,16144000000.0,91947000000.0,5777000000.0,75803000000.0,0.2608471184950987
サンヨーホームズ,1420,建設業,スタンダード（内国株式）,2025-03-31,,Osaka,8057052160,0.5357084,45518339000.0,956035000.0,0.00754,673078000.0,0.02262,0.07575,0.3030685213634473,,35232145000.0,23316348000.0,45291402000.0,18407000000.0,10432054000.0,30140000.0,-7974946000.0,-0.989809404436076
日本アクア,1429,建設業,プライム（内国株式）,2024-12-31,,Tokyo,29280737280,2.8684094,30265345000.0,2575689000.0,0.06561,1839630000.0,0.060599998,0.21040002,0.43810163917250866,11.181486,13525928000.0,13415988000.0,18819894000.0,4526173000.0,2263300000.0,3380000.0,-2262873000.0,-0.07728196794913492
ジンジブ,142A,サービス業,グロース（内国株式）,2025-03-31,,Osaka,2600729600,,2400260000.0,62546000.0,0.0,-184425000.0,0.0,,0.18647821303869516,,1700830000.0,1339666000.0,1843605000.0,514605000.0,1593893000.0,50000.0,1079288000.0,0.4149943154413285
ファーストコーポレーション,1430,建設業,スタンダード（内国株式）,2025-05-31,,Tokyo,12389047296,1.2693803,43194307000.0,2579580000.0,0.08248,1669537000.0,0.03864,0.18313,0.39216533382295893,6.440994,15128862000.0,11596123000.0,24208066000.0,4714443000.0,5400034000.0,32033000.0,685591000.0,0.055338476286336716
Ｌｉｂ　Ｗｏｒｋ,1431,建設業,グロース（内国株式）,2024-06-30,,Yamaga,18088019968,3.8370867,15435172000.0,495802000.0,0.08713,387574000.0,0.030869998,0.10642,0.38927420367252863,,7170738000.0,5178286000.0,9744741000.0,4317581000.0,3866388000.0,10030000.0,-451193000.0,-0.02494430019417369
ベステラ,1433,建設業,プライム（内国株式）,2025-01-31,,Tokyo,9755847680,1.8667904,10897473000.0,373634000.0,0.03581,409806000.0,0.04907,0.10578,0.4393745681328702,12.872597,6192955000.0,5293229000.0,7130366000.0,3752104000.0,1599484000.0,3403448000.0,-2152620000.0,-0.22064920144386674
ＪＥＳＣＯホールディングス,1434,建設業,スタンダード（内国株式）,2024-08-31,,Tokyo,8817793024,1.293403,14804607000.0,1143652000.0,0.05499,1012359000.0,0.037720002,0.089549996,0.374038726015868,26.701681,10987918000.0,6346864000.0,12998934000.0,5553036000.0,2692517000.0,239694000.0,-2860519000.0,-0.324403055528104
ｒｏｂｏｔ　ｈｏｍｅ,1435,不動産業,スタンダード（内国株式）,2024-12-31,,Chuo-ku,17886951424,1.9030678,13157735000.0,1043975000.0,0.02026,912829000.0,0.04168,0.06052,0.7034606737293668,3.422184,3922976000.0,3020042000.0,9823637000.0,1321375000.0,6501814000.0,1038034000.0,5180439000.0,0.2896211253220654
グリーンエナジー＆カンパニー,1436,建設業,グロース（内国株式）,2025-04-30,,Tokyo,9763388416,1.8660913,11616630000.0,543538000.0,0.00178,275507000.0,0.0225,0.05485,0.39043408823797116,,8254681000.0,4266622000.0,11249763000.0,5757725000.0,979374000.0,234450000.0,-4778351000.0,-0.48941523131143244
岐阜造園,1438,建設業,スタンダード（内国株式）,2024-09-30,,Gifu City,6345010688,1.5578221,5198677000.0,447218000.0,0.10399,340464000.0,0.063,0.095410004,0.7216716020060705,,1473507000.0,1219698000.0,3437601000.0,226672000.0,2447632000.0,286912000.0,2220960000.0,0.35003250730536833
イシン,143A,サービス業,グロース（内国株式）,2025-03-31,,Tokyo,1948161536,1.6153898,1393451000.0,245115000.0,0.00317,177571000.0,0.11354,,0.5458102101709206,,519220000.0,517700000.0,1734316000.0,,1399156000.0,392647000.0,,
技研ホールディングス,1443,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,3961218048,0.35361654,4906440000.0,623987000.0,0.15324001,491949000.0,0.11143,0.04778,0.6752903923732716,,5248911000.0,2260660000.0,4082888000.0,3305471000.0,1648906000.0,5911023000.0,-1656565000.0,-0.4181958629710858
ニッソウ,1444,建設業,グロース（内国株式）,2024-07-31,,Tokyo,2972068608,1.7451962,4678961000.0,56392000.0,0.00978,25154000.0,0.038259998,0.12609,0.5424336375922353,,1266260000.0,1114130000.0,2124963000.0,774358000.0,1382734000.0,33090000.0,608376000.0,0.20469783179379417
キャンディル,1446,建設業,スタンダード（内国株式）,2024-09-30,,Tokyo,5001317888,1.740571,13224257000.0,359205000.0,-0.01191,137956000.0,0.00741,0.03607,0.4563902644507627,,3334644000.0,2959043000.0,3675954000.0,1499628000.0,1616316000.0,106500000.0,116688000.0,0.023331450352311617
ＳＡＡＦホールディングス,1447,建設業,グロース（内国株式）,2025-03-31,,Tokyo,6085759488,2.3377428,28855658000.0,334000000.0,0.01122,-129176000.0,-0.00145,-0.01492,0.1558328199412921,,14154678000.0,9510505000.0,10803735000.0,9484938000.0,3112252000.0,289202000.0,-6372686000.0,-1.047147198729389
ＴＡＮＡＫＥＮ,1450,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,12265240576,1.5194801,12286088000.0,2328357000.0,0.1462,1576283000.0,0.12141,0.21169001,0.7223834386152076,5.4863815,3160179000.0,3044877000.0,9949416000.0,,4116146000.0,241968000.0,,
Ｌ　ｉｓ　Ｂ,145A,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,6334253056,3.5899866,1594038000.0,77143000.0,0.090050004,42941000.0,0.016280001,,0.6309998209297989,,999414000.0,545541000.0,2240284000.0,758408000.0,1935112000.0,195309000.0,1176704000.0,0.18576839125260233
コロンビア・ワークス,146A,不動産業,スタンダード（内国株式）,2024-12-31,,Shibuya,26459688960,2.1335013,20981000000.0,3893000000.0,0.09823,2238000000.0,0.099980004,,0.23184378952209406,,40085000000.0,9117000000.0,40764000000.0,37648000000.0,4293000000.0,7000000.0,-33355000000.0,-1.260596829026368
ソラコム,147A,情報・通信業,グロース（内国株式）,2025-03-31,,Tokyo,45874487296,4.400965,8993031000.0,656540000.0,0.05726,352716000.0,0.0,,0.7696783841113143,34.026848,3048330000.0,2319939000.0,12308184000.0,950167000.0,8917773000.0,161600000.0,7967606000.0,0.17368272583821837
ハッチ・ワーク,148A,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,5637465600,6.2662454,2367523000.0,183253000.0,0.14029999,130952000.0,0.081829995,,0.3197329682066608,,1653438000.0,1420487000.0,2102846000.0,527294000.0,1474198000.0,29500000.0,946904000.0,0.16796625774532442
中外鉱業,1491,非鉄金属,スタンダード（内国株式）,2025-03-31,,Tokyo,15563265024,1.9325746,162345165000.0,1417792000.0,0.0034400001,1218720000.0,0.00557,0.13051,0.49511375343211783,,8343687000.0,6940037000.0,13126548000.0,2766278000.0,4141237000.0,110071000.0,1374959000.0,0.08834643616745494
シンカ,149A,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,2937787136,2.8790188,1232218000.0,78065000.0,0.06862,16073000.0,0.03206,,0.795806359218719,,250945000.0,250944000.0,1105847000.0,90000000.0,972053000.0,,882053000.0,0.30024401332255
ＪＳＨ,150A,サービス業,グロース（内国株式）,2025-03-31,,Tokyo,2554749184,1.2501141,3967006000.0,176279000.0,0.00183,144153000.0,0.01844,,0.6834676567641275,10.157304,944090000.0,657317000.0,1449568000.0,469964000.0,810824000.0,1851000.0,340860000.0,0.1334220995684248
住石ホールディングス,1514,鉱業,スタンダード（内国株式）,2025-03-31,,Tokyo,36588679168,1.3947573,10264000000.0,48000000.0,0.0076599997,4195000000.0,0.37858,0.17068,0.9647812166488794,,1023000000.0,396000000.0,21227000000.0,63000000.0,15351000000.0,2806000000.0,15288000000.0,0.41783415929839557
日鉄鉱業,1515,鉱業,プライム（内国株式）,2025-03-31,,Tokyo,140516229120,0.99077404,196766000000.0,10257000000.0,0.07849,9019000000.0,0.041350003,0.05743,0.5890898038546251,,88209000000.0,55606000000.0,101970000000.0,24367000000.0,38063000000.0,39161000000.0,13696000000.0,0.09746916840690124
三井松島ホールディングス,1518,その他製品,プライム（内国株式）,2025-03-31,,Fukuoka City,53035282432,1.129001,60574000000.0,7619000000.0,0.17061001,8645000000.0,0.16244,0.15714,0.5554422028955937,32.801163,52148000000.0,43841000000.0,71175000000.0,33206000000.0,8973000000.0,10945000000.0,-24233000000.0,-0.45692223909754254
ダイブ,151A,サービス業,グロース（内国株式）,2024-06-30,,Shinjuku,6459837952,3.4081461,12363389000.0,542316000.0,0.0,320998000.0,0.0,,0.43940040037581,,2418957000.0,2176113000.0,3245993000.0,358887000.0,2038006000.0,,1679119000.0,0.25993206214718373
カウリス,153A,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,14869198848,9.97717,1225271000.0,412666000.0,0.36827,276298000.0,0.24063,,0.6499495814594154,,708522000.0,608520000.0,1827983000.0,250000000.0,1733104000.0,,1483104000.0,0.09974336984534218
情報戦略テクノロジー,155A,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,9232092160,5.006568,5847966000.0,413119000.0,0.0558,273173000.0,0.00648,,0.6224297830439212,,1062910000.0,1015768000.0,2587097000.0,323768000.0,1836750000.0,,1512982000.0,0.1638828960736891
マテリアルグループ,156A,サービス業,グロース（内国株式）,2024-08-31,,Tokyo,8283356160,4.024957,5281603000.0,810511000.0,0.162,709632000.0,0.11590999,,0.6212696267425842,,1234672000.0,1011302000.0,1957071000.0,274176000.0,1122606000.0,,848430000.0,0.10242587468314293
グリーンモンスター,157A,サービス業,グロース（内国株式）,2024-06-30,,Tokyo,1694568448,1.1939684,1957473000.0,231030000.0,0.08681,156190000.0,0.01595,0.022049999,0.7957140641155427,,377968000.0,289789000.0,1685577000.0,60802000.0,1490070000.0,50000000.0,1429268000.0,0.8434407011926142
ＩＮＰＥＸ,1605,鉱業,プライム（内国株式）,2024-12-31,,Tokyo,3306538926080,0.7244992,2265837000000.0,1166960000000.0,0.51405,427344000000.0,0.20636,0.09244,0.653284717518805,10.3390465,2243031000000.0,533663000000.0,870206000000.0,1063911000000.0,241675000000.0,123557000000.0,-822236000000.0,-0.24866968705999332
アズパートナーズ,160A,サービス業,スタンダード（内国株式）,2025-03-31,,Tokyo,11242842112,2.7101483,17917807000.0,1305131000.0,-0.00161,956657000.0,0.053390004,0.29242,0.19446210817903756,10.495675,17244666000.0,8934178000.0,16352654000.0,9309737000.0,6855982000.0,,-2453755000.0,-0.2182504188492512
ＳＢＩレオスひふみ,165A,証券、商品先物取引業,グロース（内国株式）,2025-03-31,,Tokyo,20963553280,3.188823,11424107000.0,2070096000.0,0.15931,1485925000.0,0.12177,,0.6160808536245963,11.878453,3731607000.0,3374356000.0,9442114000.0,,2502655000.0,,,
石油資源開発,1662,鉱業,プライム（内国株式）,2025-03-31,,Tokyo,342922625024,0.6548798,389082000000.0,62013000000.0,0.20161,81153000000.0,0.22322,0.15718001,0.7742716381210039,8.88712,124344000000.0,49152000000.0,230838000000.0,0.0,118358000000.0,180280000000.0,118358000000.0,0.34514491422581556
Ｋ＆Ｏエナジーグループ,1663,鉱業,プライム（内国株式）,2024-12-31,,Mobara,86203957248,0.84994495,92421000000.0,8821000000.0,0.14412,6167000000.0,0.08645,0.08683,0.8074376083116361,21.518986,20042000000.0,13728000000.0,49178000000.0,913000000.0,28498000000.0,15837000000.0,27585000000.0,0.3199969105900877
タスキホールディングス,166A,不動産業,グロース（内国株式）,2024-09-30,,Tokyo,40259170304,1.6530278,47455431000.0,4065285000.0,0.04774,2217276000.0,0.036960002,,0.35850980308861924,,37486444000.0,16139526000.0,53172378000.0,33220846000.0,14430576000.0,844757000.0,-18790270000.0,-0.46673266880845454
リョーサン菱洋ホールディングス,167A,卸売業,プライム（内国株式）,2025-03-31,,Tokyo,124404793344,0.95947254,359811000000.0,8542000000.0,0.01821,9387000000.0,0.02182,,0.5702683707733556,,99054000000.0,87242000000.0,190415000000.0,38396000000.0,30037000000.0,7986000000.0,-8359000000.0,-0.06719194474191979
イタミアート,168A,その他製品,グロース（内国株式）,2025-01-31,,Okayama,1786050048,1.1883234,3605561000.0,271569000.0,0.0512,165042000.0,0.04577,0.20306998,0.33039779063422703,,2440840000.0,768663000.0,1165488000.0,2049719000.0,625764000.0,,-1423955000.0,-0.7972648927696789
ＳＤＳホールディングス,1711,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,2803749632,4.744096,4035492000.0,-14691000.0,0.019960001,-151714000.0,-0.03325,-0.16610001,0.1291914759763701,,3966883000.0,2289630000.0,2596916000.0,3515521000.0,499637000.0,21930000.0,-3015884000.0,-1.075660952596783
ダイセキ環境ソリューション,1712,建設業,スタンダード（内国株式）,2025-02-28,,Nagoya,20076726272,1.1313384,19944000000.0,2257000000.0,0.117130004,1234000000.0,0.0,,0.6028383452171816,12.943723,10066000000.0,5318000000.0,7476000000.0,6736000000.0,1413000000.0,728000000.0,-5323000000.0,-0.26513286717584633
第一カッター興業,1716,建設業,スタンダード（内国株式）,2024-06-30,,Chigasaki,15116798976,0.78388244,20918335000.0,2455559000.0,0.05327,1973240000.0,0.0656,0.071040004,0.8309742799021311,5.6090417,3573305000.0,2760242000.0,14186998000.0,338385000.0,9483504000.0,976289000.0,9145119000.0,0.6049639883760534
明豊ファシリティワークス,1717,サービス業,スタンダード（内国株式）,2025-03-31,,Tokyo,13409634304,2.5130465,5716853000.0,1226695000.0,0.25765,910529000.0,0.16099001,0.18575001,0.6972469510254472,14.046454,2430460000.0,1605283000.0,6324955000.0,,829338000.0,612580000.0,,
美樹工業,1718,建設業,スタンダード（内国株式）,2024-12-31,,Himeji,8546947072,0.52347064,27292198000.0,1134579000.0,0.027660001,658231000.0,0.032390002,0.06138,0.48324168050904925,,14683711000.0,9076830000.0,15506712000.0,7254692000.0,2572905000.0,770584000.0,-4681787000.0,-0.5477730188990692
安藤・間,1719,建設業,プライム（内国株式）,2025-03-31,,Tokyo,270264221696,1.5879931,425160000000.0,35244000000.0,0.05672,26444000000.0,0.06284,0.16818,0.4602633517396377,17.920998,199792000000.0,186473000000.0,287813000000.0,27898000000.0,57294000000.0,28048000000.0,29396000000.0,0.10876763418972031
東急建設,1720,建設業,プライム（内国株式）,2025-03-31,,Tokyo,122053312512,1.2152617,293138000000.0,8840000000.0,0.03016,6631000000.0,0.02631,0.083809994,0.37049742084829485,19.296482,171650000000.0,147299000000.0,216723000000.0,27205000000.0,39666000000.0,27902000000.0,12461000000.0,0.10209473011045778
コムシスホールディングス,1721,建設業,プライム（内国株式）,2025-03-31,,Tokyo,441138970624,1.1893029,614631000000.0,45998000000.0,0.058819998,30076000000.0,0.05065,0.08596,0.694975265410483,14.956302,158748000000.0,137932000000.0,327747000000.0,3009000000.0,38788000000.0,31261000000.0,35779000000.0,0.08110596066674836
日本電技,1723,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,84880785408,2.136461,43061000000.0,9123000000.0,0.14957,6414000000.0,0.15084,0.1832,0.7467760844079718,,13392000000.0,12308000000.0,32681000000.0,543000000.0,7947000000.0,15262000000.0,7404000000.0,0.08722822208125061
シンクレイヤ,1724,建設業,スタンダード（内国株式）,2024-12-31,,Nagoya,3307648512,0.543128,11711000000.0,653000000.0,-0.022,547000000.0,0.04201,0.08198,0.5412262156448203,,5208000000.0,4433000000.0,7544000000.0,2616000000.0,948000000.0,529000000.0,-1668000000.0,-0.5042857467921912
ビーアールホールディングス,1726,建設業,プライム（内国株式）,2025-03-31,,Hiroshima,15677551616,1.0557362,40770000000.0,1953000000.0,0.02664,1268000000.0,0.03194,0.087740004,0.35926358715093126,9.184211,26868000000.0,22993000000.0,34627000000.0,19036000000.0,1709000000.0,476000000.0,-17327000000.0,-1.105210840595583
オーテック,1736,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,27920875520,1.2432482,31424058000.0,4024530000.0,0.08049,2874139000.0,0.099659994,0.15245,0.6454460518491489,,11768793000.0,10047304000.0,21555712000.0,2050443000.0,8733738000.0,6297294000.0,6683295000.0,0.23936552402207767
ハンモック,173A,情報・通信業,グロース（内国株式）,2025-03-31,,Shinjuku,6775919104,,4707880000.0,791514000.0,0.0,618078000.0,0.0,,0.44427843207619705,,3409957000.0,2259606000.0,3885001000.0,2635000.0,3165984000.0,673898000.0,3163349000.0,0.46685164793844625
コーアツ工業,1743,建設業,スタンダード（内国株式）,2024-09-30,,Kagoshima,4137017088,0.44420773,12061116000.0,530694000.0,-0.09393,593036000.0,0.03973,0.058130004,0.5977368251536558,,6026194000.0,5785257000.0,7987859000.0,246942000.0,878118000.0,1047754000.0,631176000.0,0.15256789773259935
創建エース,1757,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,297635584,10.638298,1785757000.0,-555890000.0,-1.06911,-897176000.0,-0.50588,-5.1453004,0.009861846042688577,,2921666000.0,2395483000.0,1891050000.0,1753170000.0,16439000.0,,-1736731000.0,-5.835091949220695
太洋基礎工業,1758,建設業,スタンダード（内国株式）,2025-01-31,,Nagoya,4692428288,0.5170026,13482097000.0,170141000.0,0.036340002,229764000.0,0.02726,0.043959998,0.7668376082311433,,2688513000.0,2244380000.0,7604047000.0,139239000.0,3272716000.0,1665743000.0,3133477000.0,0.6677730180796319
Ｗｉｌｌ　Ｓｍａｒｔ,175A,情報・通信業,グロース（内国株式）,2024-12-31,,Tokyo,1853334016,,1085861000.0,36125000.0,0.0,27104000.0,0.0,,0.624429691222611,,246705000.0,236680000.0,481911000.0,156882000.0,108053000.0,,-48829000.0,-0.02634657302917598
高松コンストラクショングループ,1762,建設業,プライム（内国株式）,2025-03-31,,Osaka,124302204928,0.9096781,346685000000.0,11461000000.0,0.02527,6452000000.0,0.02039,0.05277,0.5105348039670035,13.084112,131970000000.0,111695000000.0,203327000000.0,30000000000.0,35723000000.0,7518000000.0,5723000000.0,0.0460410175613132
工藤建設,1764,建設業,スタンダード（内国株式）,2024-06-30,,Yokohama,3314007552,0.6142545,20521368000.0,471904000.0,0.031089999,206760000.0,0.021470001,,0.3127939481953747,,10671251000.0,6583260000.0,7360307000.0,6223076000.0,4417757000.0,289480000.0,-1805319000.0,-0.544754039232799
東建コーポレーション,1766,建設業,プライム（内国株式）,2025-04-30,,Nagoya,202193240064,1.5141652,366639000000.0,22261000000.0,0.06145,15778000000.0,0.0444,0.12908,0.5849262889055072,18.053055,94912000000.0,66559000000.0,150464000000.0,,136576000000.0,,,
ソネック,1768,建設業,スタンダード（内国株式）,2025-03-31,,Takasago,7341896704,0.8099169,15196595000.0,658750000.0,0.056999996,500854000.0,0.040009998,0.077080004,0.7024182735713557,,3837927000.0,3616080000.0,10295010000.0,,1311396000.0,762206000.0,,
レジル,176A,電気・ガス業,グロース（内国株式）,2024-06-30,,Tokyo,51576078336,5.143821,38709151000.0,2793984000.0,0.04147,1986995000.0,0.04789,0.24127,0.47556280970908643,,9187859000.0,6663036000.0,11319314000.0,4232059000.0,4758708000.0,236056000.0,526649000.0,0.010211109820507621
藤田エンジニアリング,1770,建設業,スタンダード（内国株式）,2025-03-31,,Takasaki,14702308352,0.77728295,32646679000.0,2951713000.0,0.046329997,1787461000.0,0.04467,0.07305,0.6266728835141583,,11309581000.0,9585076000.0,20575867000.0,566149000.0,6093482000.0,5750729000.0,5527333000.0,0.37595001190735466
三井住建道路,1776,建設業,スタンダード（内国株式）,2025-03-31,,Tokyo,13455107072,1.0365607,30157000000.0,225000000.0,-0.04587,167000000.0,0.00567,0.01327,0.5521889635512116,,10996000000.0,9117000000.0,17414000000.0,34000000.0,7027000000.0,,6993000000.0,0.5197283055853485
コージンバイオ,177A,化学,グロース（内国株式）,2025-03-31,,Sakado,8234787840,1.4434333,5206287000.0,991135000.0,0.10747,794759000.0,0.13773,,0.6377020482100992,,3284828000.0,2487303000.0,5066964000.0,2386536000.0,3149267000.0,581277000.0,762731000.0,0.09262302986059687
ヤマウラ,1780,建設業,プライム（内国株式）,2025-03-31,,Komagane,27633752064,1.1715503,35613772000.0,3891551000.0,0.098050006,3002357000.0,0.08144,0.13502,0.7546130609982733,,7566640000.0,7465753000.0,24481777000.0,,12240900000.0,2209153000.0,,
ｆａｎｔａｓｉｓｔａ,1783,不動産業,スタンダード（内国株式）,2024-09-30,,Tokyo,10032512000,1.5695246,8806039000.0,701995000.0,0.00602,290559000.0,0.0053100004,0.00912,0.4654358377229955,,7598844000.0,6780919000.0,12415243000.0,5149445000.0,2965997000.0,,-2183448000.0,-0.21763721787723753
