会社名,銘柄コード,業種,優先市場,決算月,会計基準,都道府県,時価総額,PBR,売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,PER(会予),負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
エラン,6099,サービス業,プライム（内国株式）,2024-12-31,,Matsumoto,47717134336,3.7099383,47513703000.0,3577738000.0,0.06625,2354670000.0,0.046529997,0.19754,0.578629505450971,13.441226,9104117000.0,8918601000.0,16872798000.0,76617000.0,6849398000.0,2558748000.0,6772781000.0,0.14193603815999284
ツガミ,6101,機械,プライム（内国株式）,2025-03-31,,Tokyo,111088451584,1.74134,107411000000.0,23310000000.0,0.27304,10901000000.0,0.10935,0.22714001,0.4940615524798517,21.07747,43192000000.0,38317000000.0,102799000000.0,11524000000.0,27729000000.0,4859000000.0,16205000000.0,0.14587474907548353
オークマ,6103,機械,プライム（内国株式）,2025-03-31,,Niwa,205403144192,0.91353244,206822000000.0,14651000000.0,0.03584,9590000000.0,0.041539997,0.03648,0.7629893214563602,12.272711,60104000000.0,42737000000.0,184600000000.0,10000000000.0,53079000000.0,34033000000.0,43079000000.0,0.20972901933639354
芝浦機械,6104,機械,プライム（内国株式）,2025-03-31,,Tokyo,99368574976,0.8579496,168191000000.0,14100000000.0,0.0298,12597000000.0,0.06725,0.09215,0.5870034618024418,8.385681,82437000000.0,71472000000.0,151150000000.0,10135000000.0,36388000000.0,11754000000.0,26253000000.0,0.2641982136338451
アマダ,6113,機械,プライム（内国株式）,2025-03-31,,Isehara,577918730240,1.133987,396670000000.0,49076000000.0,0.05224,32386000000.0,0.073189996,0.054279998,0.7989216653254161,14.17986,126142000000.0,106809000000.0,414511000000.0,10954000000.0,104841000000.0,18033000000.0,93887000000.0,0.1624570983553523
アイダエンジニアリング,6118,機械,プライム（内国株式）,2025-03-31,,Sagamihara,50938191872,0.6449107,76006000000.0,5530000000.0,0.06846,5101000000.0,0.06866,0.06587,0.6807312269049828,12.181818,39226000000.0,33201000000.0,88927000000.0,3120000000.0,35856000000.0,10496000000.0,32736000000.0,0.6426612095352862
岡本工作機械製作所,6125,機械,スタンダード（内国株式）,2025-03-31,,Annaka,31402391552,0.7844427,43734000000.0,3016000000.0,0.01751,2024000000.0,0.05427,0.06102,0.607179210825699,5.9680862,26242000000.0,19874000000.0,47214000000.0,11819000000.0,9899000000.0,404000000.0,-1920000000.0,-0.06114184000351133
ＦＵＪＩ,6134,機械,プライム（内国株式）,2025-03-31,,Chiryu,238795702272,1.100233,127387000000.0,13781000000.0,0.12524,10906000000.0,0.10119,0.062800005,0.8946739312863043,14.532733,25610000000.0,22256000000.0,155427000000.0,,57580000000.0,20962000000.0,,
牧野フライス製作所,6135,機械,プライム（内国株式）,2025-03-31,,Tokyo,268265340928,1.1994269,234216000000.0,18517000000.0,0.057779998,14415000000.0,0.0,0.054920003,0.6165155011620082,20.890629,140389000000.0,97610000000.0,228604000000.0,57200000000.0,64055000000.0,25226000000.0,6855000000.0,0.025553058685429737
オーエスジー,6136,機械,プライム（内国株式）,2024-11-30,,Toyokawa,172404097024,1.0498941,155517000000.0,18869000000.0,0.14141,13439000000.0,0.08185001,0.07072,0.6477205585098113,10.961086,77848000000.0,27461000000.0,144453000000.0,49097000000.0,55774000000.0,6351000000.0,6677000000.0,0.038728778000388875
小池酸素工業,6137,機械,スタンダード（内国株式）,2025-03-31,,Tokyo,29619345408,0.70146465,55206000000.0,5453000000.0,0.05187,3633000000.0,0.06005,0.08602,0.5693985415133471,,29167000000.0,22565000000.0,41686000000.0,7232000000.0,16984000000.0,11019000000.0,9752000000.0,0.3292442782130508
ダイジェット工業,6138,機械,スタンダード（内国株式）,2025-03-31,,Osaka,3114257664,0.39172623,8793113000.0,219183000.0,0.06216,205422000.0,0.04177,0.047459997,0.4975815269081181,,8016245000.0,3513817000.0,8394425000.0,5314332000.0,1346849000.0,1659690000.0,-3967483000.0,-1.273973905840567
旭ダイヤモンド工業,6140,機械,プライム（内国株式）,2025-03-31,,Tokyo,44008718336,0.7302035,41006000000.0,2312000000.0,0.05835,2493000000.0,0.0616,0.042880002,0.8074812379667587,16.53188,12772000000.0,6640000000.0,34456000000.0,2234000000.0,14752000000.0,10778000000.0,12518000000.0,0.28444363919955445
ＤＭＧ森精機,6141,機械,プライム（内国株式）,2024-12-31,,Tokyo,418430189568,1.3500273,555007000000.0,43728000000.0,0.04212,7700000000.0,0.02079,0.03362,0.39435182248011763,10.374706,481088000000.0,399420000000.0,317711000000.0,106450000000.0,41747000000.0,19296000000.0,-64703000000.0,-0.15463272396000236
ソディック,6143,機械,プライム（内国株式）,2024-12-31,,Yokohama,45635944448,0.55857956,73668000000.0,2233000000.0,0.0454,4115000000.0,0.05641,0.05351,0.581924644638017,39.448338,60568000000.0,34440000000.0,101522000000.0,37153000000.0,47762000000.0,6657000000.0,10609000000.0,0.2324702628229477
西部電機,6144,機械,スタンダード（内国株式）,2025-03-31,,Koga,32646227968,1.0771114,33352000000.0,3193000000.0,0.033350002,2350000000.0,0.07362,0.08186,0.6634849496886513,,15618000000.0,11788000000.0,23409000000.0,416000000.0,8436000000.0,5571000000.0,8020000000.0,0.2456639097129765
ＮＩＴＴＯＫＵ,6145,機械,スタンダード（内国株式）,2025-03-31,,Saitama,39464034304,1.0859069,33268000000.0,1120000000.0,0.0535,1307000000.0,0.0537,0.05032,0.6023007531242242,21.240465,23815000000.0,16328000000.0,41527000000.0,8033000000.0,14907000000.0,2999000000.0,6874000000.0,0.17418391508197287
ディスコ,6146,機械,プライム（内国株式）,2025-03-31,,Tokyo,5074426265600,10.4723425,393313000000.0,166834000000.0,0.38079,123891000000.0,0.0,,0.7527316702518166,34.395348,161387000000.0,160392000000.0,424502000000.0,,229167000000.0,3510000000.0,,
ヤマザキ,6147,機械,スタンダード（内国株式）,2025-03-31,,Hamamatsu,1411045504,1.0963815,3093870000.0,77791000.0,-0.056799997,57305000.0,0.00693,0.01596,0.3583665507375456,,2530098000.0,1867528000.0,2183228000.0,1961237000.0,847190000.0,186145000.0,-1114047000.0,-0.7895188332636507
小田原エンジニアリング,6149,機械,スタンダード（内国株式）,2024-12-31,,Ashigarakami,16821562368,0.9596447,13175682000.0,1163982000.0,0.25876,865129000.0,0.100530006,0.11334,0.5891057826204357,15.900487,11467650000.0,11203050000.0,21654620000.0,,10364627000.0,501741000.0,,
タケダ機械,6150,機械,スタンダード（内国株式）,2025-05-31,,Nomi,2758059008,0.52888185,4890771000.0,431529000.0,0.07327,293670000.0,0.05992,0.05738,0.6847483722513507,,2401405000.0,1559083000.0,5267692000.0,1512075000.0,1478277000.0,107143000.0,-33798000.0,-0.012254270087030712
日東工器,6151,機械,プライム（内国株式）,2025-03-31,,Tokyo,33610883072,0.58845747,27256000000.0,2345000000.0,0.06909,1345000000.0,0.02015,0.00955,0.8733728699046618,,8423000000.0,4174000000.0,38687000000.0,1586000000.0,20305000000.0,4123000000.0,18719000000.0,0.5569327042047912
高松機械工業,6155,機械,スタンダード（内国株式）,2025-03-31,,Hakusan,5083657728,0.32041207,13893000000.0,-160000000.0,-0.01792,-645000000.0,-0.044970002,-0.03824,0.7429693206720234,,5624000000.0,3788000000.0,13404000000.0,1722000000.0,5355000000.0,1116000000.0,3633000000.0,0.7146429194062374
エーワン精密,6156,機械,スタンダード（内国株式）,2024-06-30,,Fuchu,8971147264,1.1985487,1601549000.0,164561000.0,0.09535,120523000.0,-0.13899,-0.028199999,0.9152526099407611,,758206000.0,210657000.0,6569229000.0,2903000.0,5917303000.0,873002000.0,5914400000.0,0.6592690796341831
日進工具,6157,機械,プライム（内国株式）,2025-03-31,,Tokyo,19860340736,1.0865653,9431090000.0,1767267000.0,0.17212,1264700000.0,0.13856,0.07264,0.9234766880404134,4.6136036,1526021000.0,1301067000.0,13791530000.0,,9868215000.0,660233000.0,,
和井田製作所,6158,機械,スタンダード（内国株式）,2025-03-31,,Takayama,5932733440,0.58571774,7554307000.0,709373000.0,-0.06365,435087000.0,0.05217,0.03759,0.8146708398282756,,2247052000.0,1478558000.0,8794513000.0,744230000.0,4812270000.0,410023000.0,4068040000.0,0.6856940466214507
ミクロン精密,6159,機械,スタンダード（内国株式）,2024-08-31,,Yamagata,7963025920,0.6038242,4699084000.0,388982000.0,0.067729995,484148000.0,0.07323,0.03224,0.8696870188734701,,1934963000.0,1499516000.0,10584630000.0,306100000.0,5543522000.0,1754787000.0,5237422000.0,0.6577175627226892
エスティック,6161,機械,スタンダード（内国株式）,2025-03-31,,Moriguchi,10186896384,1.0069085,7881304000.0,1637412000.0,0.11283,1181838000.0,0.14895001,0.12809,0.8608468132697182,9.222863,1485826000.0,1160544000.0,8421127000.0,35302000.0,3360567000.0,277427000.0,3325265000.0,0.3264257213043623
パンチ工業,6165,機械,スタンダード（内国株式）,2025-03-31,,Tokyo,12077796352,0.5839801,40822000000.0,1686000000.0,0.03795,868000000.0,0.02105,0.04363,0.6674855929633,4.337945,10936000000.0,8668000000.0,23518000000.0,3101000000.0,6495000000.0,1248000000.0,3394000000.0,0.28101152735846363
中村超硬,6166,機械,グロース（内国株式）,2025-03-31,,Sakai,3361374208,3.198272,2640960000.0,7776000.0,-0.01475,-32793000.0,0.07941,0.20849001,0.15308051561966046,3.8101184,4535347000.0,3291986000.0,2458717000.0,2923515000.0,1308830000.0,1572000.0,-1614685000.0,-0.480364547379784
冨士ダイス,6167,機械,プライム（内国株式）,2025-03-31,,Tokyo,17057945600,0.8557195,16595000000.0,488000000.0,0.04291,426000000.0,0.0272,0.02269,0.8103347263992501,13.9967375,4856000000.0,3395000000.0,14909000000.0,68000000.0,6945000000.0,183000000.0,6877000000.0,0.4031552310730783
土木管理総合試験所,6171,サービス業,スタンダード（内国株式）,2024-12-31,,Chikuma,7081805824,1.435018,7346050000.0,581077000.0,0.03875,362559000.0,0.04828,0.07366,0.6932903230028772,15.709779,2155770000.0,1282304000.0,4027337000.0,671347000.0,2270637000.0,353829000.0,1599290000.0,0.22583081769625205
アクアライン,6173,サービス業,グロース（内国株式）,2025-02-28,,Hiroshima,2443957760,68.23028,3462536000.0,-399566000.0,-0.26670998,-346761000.0,-0.12973,,-0.5339760633436745,2.314267,1258882000.0,1186155000.0,727264000.0,452784000.0,74428000.0,,-378356000.0,-0.1548128229515718
ブランジスタ,6176,サービス業,グロース（内国株式）,2024-09-30,,Tokyo,10256239616,2.0615952,4822452000.0,951385000.0,0.18593,606804000.0,0.12527001,0.18330999,0.7184223684634988,14.8423,1322739000.0,1172209000.0,3064457000.0,440199000.0,1380070000.0,1597540000.0,939871000.0,0.09163894713748466
ＡｐｐＢａｎｋ,6177,サービス業,グロース（内国株式）,2024-12-31,,Tokyo,3353949696,68.86716,994440000.0,-235096000.0,-1.62821,-239323000.0,-0.85918,-4.78409,0.2513637363183021,,211075000.0,211075000.0,245860000.0,,70832000.0,,,
日本郵政,6178,サービス業,プライム（内国株式）,2025-03-31,,Tokyo,4335849963520,0.4713333,11468366000000.0,,0.06708,370564000000.0,0.031489998,0.040260002,0.03058912204080548,11.720758,281860113000000.0,,,3418135000000.0,67122254000000.0,191554546000000.0,63704119000000.0,14.692417757989645
ＧＭＯメディア,6180,サービス業,グロース（内国株式）,2024-12-31,,Shibuya-ku,9505073152,3.2730918,6606247000.0,762559000.0,0.12923999,571353000.0,0.100609995,0.25611,0.47989017143106605,,3049949000.0,3015246000.0,4772239000.0,24611000.0,1753457000.0,206459000.0,1728846000.0,0.18188665908754492
タメニー,6181,サービス業,グロース（内国株式）,2025-03-31,,Tokyo,3886589184,21.183474,5909037000.0,-56208000.0,0.02776,-848709000.0,-0.042290002,-1.22481,-0.19358259004746797,6.612022,4284459000.0,2344093000.0,2292032000.0,3406062000.0,1375950000.0,,-2030112000.0,-0.5223376857933437
メタリアル,6182,サービス業,グロース（内国株式）,2025-02-28,,Tokyo,6282127872,3.3137686,4084762000.0,117322000.0,-0.05487,299068000.0,0.05263,0.11547,0.3976484955562977,24.449152,2963364000.0,2120879000.0,3645664000.0,1684228000.0,2903833000.0,53030000.0,1219605000.0,0.19413883716628683
ベルシステム２４ホールディングス,6183,サービス業,プライム（内国株式）,2025-02-28,,Tokyo,97770020864,1.4052681,143607000000.0,11587000000.0,0.07892,8003000000.0,0.056989998,,0.4022635927367799,11.414584,103576000000.0,57413000000.0,28042000000.0,54046000000.0,6992000000.0,7339000000.0,-47054000000.0,-0.4812722712359142
鎌倉新書,6184,サービス業,プライム（内国株式）,2025-01-31,,Tokyo,21985755136,6.6003294,7061312000.0,910917000.0,0.17438999,687402000.0,0.106879994,0.25636,0.6853077457976919,20.378006,1615609000.0,1145232000.0,3452752000.0,67378000.0,2085473000.0,458273000.0,2018095000.0,0.09179102503036264
ＳＭＮ,6185,サービス業,スタンダード（内国株式）,2025-03-31,,Tokyo,6861986816,1.7133524,11640954000.0,239157000.0,0.02565,291745000.0,0.03188,0.09636,0.6674631844601385,,1982930000.0,1860009000.0,4377902000.0,76005000.0,2476134000.0,,2400129000.0,0.3497717300190161
一蔵,6186,サービス業,スタンダード（内国株式）,2025-03-31,,Saitama,2155840000,0.569725,19932772000.0,123353000.0,-0.15353,-96945000.0,-0.01403,-0.06954,0.21882792487553268,2.5439167,15624093000.0,12840905000.0,10289794000.0,5973691000.0,4766169000.0,100000000.0,-1207522000.0,-0.5601167062490723
グローバルキッズＣＯＭＰＡＮＹ,6189,サービス業,スタンダード（内国株式）,2024-09-30,,Tokyo,7118409216,0.8920777,26448000000.0,790000000.0,0.05266,256000000.0,0.01726,0.05787,0.5247396675506112,,7348000000.0,3418000000.0,4569000000.0,2918000000.0,1241000000.0,27000000.0,-1677000000.0,-0.23558634367782882
フェニックスバイオ,6190,サービス業,グロース（内国株式）,2025-03-31,,Higashihiroshima,1648429440,1.1956637,1541388000.0,-142075000.0,0.06,-448933000.0,-0.30295,-0.28162,0.5974624366943766,,919936000.0,566623000.0,1717435000.0,565364000.0,1149390000.0,9397000.0,584026000.0,0.354292386333503
エアトリ,6191,サービス業,プライム（内国株式）,2024-09-30,,Tokyo,21973866496,1.4617858,26571000000.0,2887000000.0,0.17774999,2013000000.0,0.04498,0.08113,0.4766170190605145,10.990365,14072000000.0,11363000000.0,20887000000.0,4323000000.0,9647000000.0,2307000000.0,5324000000.0,0.2422878104301376
バーチャレクス・ホールディングス,6193,サービス業,グロース（内国株式）,2025-03-31,,Tokyo,2954200320,1.718556,6488911000.0,279247000.0,-0.00987,111005000.0,0.02967,0.11712,0.4683050477723239,,2013264000.0,1600083000.0,2679051000.0,1037360000.0,1365456000.0,449038000.0,328096000.0,0.11106085047069524
アトラエ,6194,サービス業,プライム（内国株式）,2024-09-30,,Tokyo,18368559104,3.5789845,8598696000.0,1528664000.0,0.22650999,733542000.0,0.08525,0.13502,0.7354962518890167,14.337568,1909374000.0,1909372000.0,5304137000.0,500000000.0,4362212000.0,1072294000.0,3862212000.0,0.21026211027945854
ホープ,6195,サービス業,グロース（内国株式）,2025-03-31,,Fukuoka City,2967818752,2.8233833,3140691000.0,291628000.0,0.00559,358008000.0,0.104940005,0.32516,0.5385590190874882,17.699114,995272000.0,965159000.0,1804876000.0,139720000.0,977609000.0,5792000.0,837889000.0,0.28232485539602115
ストライク,6196,サービス業,プライム（内国株式）,2024-09-30,,Tokyo,83724173312,4.2742543,18138469000.0,6772461000.0,0.30438,4955003000.0,0.23302999,0.24712999,0.8140057151973655,12.249599,4220281000.0,3923949000.0,19227939000.0,,18358964000.0,808702000.0,,
ソラスト,6197,サービス業,プライム（内国株式）,2025-03-31,,Tokyo,45510782976,1.9897372,137435000000.0,7017000000.0,0.047069997,3960000000.0,0.03078,0.19648,0.323580181748149,11.542056,47415000000.0,22362000000.0,31166000000.0,23076000000.0,14004000000.0,409000000.0,-9072000000.0,-0.19933737472247176
キャリア,6198,サービス業,グロース（内国株式）,2024-09-30,,Tokyo,2490242048,1.3027607,16709494000.0,428855000.0,0.0077,249851000.0,0.00116,0.009380001,0.45484445547562236,3.506043,2402887000.0,2252803000.0,3855161000.0,800000000.0,2152744000.0,,1352744000.0,0.5432178775900262
セラク,6199,サービス業,スタンダード（内国株式）,2024-08-31,,Tokyo,22636804096,2.604483,22221595000.0,2273862000.0,0.10304,1575719000.0,0.07153,0.21323,0.6440868789817161,9.702176,4289508000.0,4124102000.0,10085344000.0,84902000.0,6896690000.0,468778000.0,6811788000.0,0.3009165061954866
インソース,6200,サービス業,プライム（内国株式）,2024-09-30,,Tokyo,79071977472,7.021519,12474662000.0,4937091000.0,0.37303,3355877000.0,0.27433002,0.37714002,0.7539530733697946,16.365532,3242369000.0,3199330000.0,7405642000.0,,5705369000.0,169326000.0,,
豊田自動織機,6201,輸送用機器,プライム（内国株式）,2025-03-31,,Kariya,5008920674304,1.0183011,4084984000000.0,221695000000.0,0.0529,262312000000.0,0.06261,0.04838,0.5215819545974517,17.161858,4388235000000.0,1622284000000.0,3109426000000.0,1730082000000.0,378455000000.0,4081905000000.0,-1351627000000.0,-0.2698439619804543
豊和工業,6203,機械,スタンダード（内国株式）,2025-03-31,,Kiyosu,14593425408,0.7768237,24827000000.0,1253000000.0,0.08359,749000000.0,0.03511,0.04891,0.5502334733194326,12.160804,15315000000.0,8416000000.0,21604000000.0,7968000000.0,2917000000.0,6530000000.0,-5051000000.0,-0.3461147646138707
石川製作所,6208,機械,スタンダード（内国株式）,2025-03-31,,Hakusan,10161437696,1.827925,16203896000.0,692602000.0,0.06508,423589000.0,0.03281,0.106029995,0.25844544111445505,,15453383000.0,13136089000.0,15992226000.0,8988328000.0,932830000.0,1414462000.0,-8055498000.0,-0.7927517976290901
リケンＮＰＲ,6209,機械,プライム（内国株式）,2025-03-31,,Tokyo,83427885056,0.58637786,170340000000.0,11810000000.0,0.08225001,8756000000.0,0.05641,0.0664,0.6631240156132302,,64376000000.0,35726000000.0,105376000000.0,19337000000.0,28021000000.0,37109000000.0,8684000000.0,0.10408989745060618
ＴＯＹＯイノベックス,6210,機械,スタンダード（内国株式）,2025-03-31,,Akashi,13529261056,0.81673706,27024000000.0,-522000000.0,0.00265,-845000000.0,-0.01754,-0.02428,0.5683388704318937,7.0998926,12444000000.0,9156000000.0,21328000000.0,3480000000.0,4829000000.0,976000000.0,1349000000.0,0.09970980635352152
津田駒工業,6217,機械,スタンダード（内国株式）,2024-11-30,,Kanazawa,2273975040,0.96069777,36445000000.0,398000000.0,0.0113699995,488000000.0,-0.00104,-0.01337,0.08974613248710829,1.6248288,27406000000.0,20386000000.0,19140000000.0,12454000000.0,2937000000.0,349000000.0,-9517000000.0,-4.1851822612793494
エンシュウ,6218,機械,スタンダード（内国株式）,2025-03-31,,Hamamatsu,3341241344,0.32747644,21886000000.0,-705000000.0,0.00598,-2261000000.0,-0.08586001,-0.16787,0.3480813095397826,,19435000000.0,9420000000.0,15249000000.0,11798000000.0,4440000000.0,13000000.0,-7358000000.0,-2.2021755516742463
島精機製作所,6222,機械,プライム（内国株式）,2025-03-31,,Wakayama,35661156352,0.46341088,32520000000.0,-11915000000.0,0.0269,-14275000000.0,-0.37132,-0.1508,0.7817816005231125,16.640503,21667000000.0,17632000000.0,74205000000.0,9981000000.0,14129000000.0,6115000000.0,4148000000.0,0.11631703579817781
西部技研,6223,機械,スタンダード（内国株式）,2024-12-31,,Koga-shi,34772365312,1.1884433,32069000000.0,4031000000.0,0.10918,3336000000.0,0.11016,0.12047,0.6989601588970674,,12838000000.0,11667000000.0,30710000000.0,1524000000.0,14442000000.0,501000000.0,12918000000.0,0.37150190630092045
ＪＲＣ,6224,機械,グロース（内国株式）,2025-02-28,,Osaka,22074873856,4.450871,11064571000.0,1378021000.0,0.20625,1078667000.0,0.11146,0.30628002,0.35453561361616903,,8400260000.0,5657748000.0,7455580000.0,4628927000.0,2431302000.0,216862000.0,-2197625000.0,-0.09955323026240898
守谷輸送機工業,6226,機械,スタンダード（内国株式）,2025-03-31,,Yokohama,87300128768,7.3621216,19435433000.0,4092941000.0,0.24510999,2840888000.0,0.15545,0.29282,0.6682545527525938,70.525566,5702754000.0,4962623000.0,12726158000.0,28438000.0,5812420000.0,1091710000.0,5783982000.0,0.06625399162206193
ＡＩメカテック,6227,機械,スタンダード（内国株式）,2024-06-30,,Ryugasaki,28418787328,2.6170607,15421653000.0,261313000.0,0.18341999,111732000.0,0.01604,0.0309,0.4810512560660535,18.45597,11818684000.0,10992888000.0,19848529000.0,6284302000.0,2873563000.0,,-3410739000.0,-0.12001704930736164
ジェイ・イー・ティ,6228,機械,スタンダード（内国株式）,2024-12-31,,Asakuchi-Gun,11406799872,1.1545349,17880000000.0,789000000.0,-0.22004999,318000000.0,-0.15989,-0.21777001,0.4891138048723079,,13023000000.0,8575000000.0,23824000000.0,7638000000.0,2887000000.0,,-4751000000.0,-0.41650594849675293
オーケーエム,6229,機械,スタンダード（内国株式）,2025-03-31,,Gamou,6760593408,0.66131216,10438263000.0,783574000.0,0.16348,553410000.0,0.05841,0.06409,0.7834027699121477,,2851245000.0,2298227000.0,8744524000.0,802917000.0,2055771000.0,243378000.0,1252854000.0,0.18531716439528262
ＳＡＮＥＩ,6230,機械,スタンダード（内国株式）,2025-03-31,,Osaka,9924774912,0.69979995,28465447000.0,1883799000.0,0.03504,1254463000.0,0.0385,0.07335,0.5828050276420175,6.4275126,9677716000.0,6976134000.0,15618110000.0,2795547000.0,2155225000.0,484999000.0,-640322000.0,-0.06451753371512634
木村工機,6231,機械,スタンダード（内国株式）,2025-03-31,,Osaka,41618292736,3.4589658,16042155000.0,3675847000.0,0.25327,2496235000.0,0.16215,0.2401,0.5301548566082428,14.405525,10425657000.0,4003030000.0,10689494000.0,4555534000.0,1598420000.0,67400000.0,-2957114000.0,-0.07105322697300565
ＡＣＳＬ,6232,機械,グロース（内国株式）,2024-12-31,,Tokyo,16716604416,28.489864,2655602000.0,-2293222000.0,-1.87636,-2371396000.0,-1.03291,-1.5669701,0.04256212500758778,-18.432837,4368655000.0,2129691000.0,3877782000.0,3559059000.0,1243580000.0,197577000.0,-2315479000.0,-0.13851371620565361
ＫＬＡＳＳ,6233,機械,スタンダード（内国株式）,2024-09-30,,Tatsuno,2334268416,0.7675998,9781915000.0,115249000.0,-0.017970001,76273000.0,0.01946,0.06384,0.2897298088536315,7.314189,7191051000.0,4443696000.0,5660335000.0,4136508000.0,1475557000.0,297625000.0,-2660951000.0,-1.1399507364966206
オプトラン,6235,機械,プライム（内国株式）,2024-12-31,,Saitama-ken,65015848960,1.2367482,32405837000.0,6570315000.0,0.059499998,6351442000.0,0.14479999,0.07317,0.7206418350076877,9.301397,22437924000.0,14766410000.0,54571573000.0,5063284000.0,32531102000.0,430562000.0,27467818000.0,0.4224788023132506
イワキポンプ,6237,機械,プライム（内国株式）,2025-03-31,,Tokyo,56880181248,1.5303512,45763291000.0,5845158000.0,0.11431,4468172000.0,0.09593,0.12504,0.6996349842699511,11.360424,16040846000.0,12105740000.0,37405328000.0,2757011000.0,8801530000.0,2161607000.0,6044519000.0,0.10626757628717182
